port,prov,kode_hirarki,geometry,h3
Leksula,Maluku,PR,"POLYGON ((-3.7478165102542853 126.54122785217757, -3.81176229529467 126.54123018340033, -3.81176229529467 126.47756981659967, -3.7478165102542853 126.47757214782243, -3.7478165102542853 126.54122785217757))","['8895447087fffff', '88954470c1fffff', '889544708bfffff', '88954470c5fffff', '8895447093fffff', '88954470e1fffff', '8895447725fffff', '88954470d1fffff', '88954470bdfffff', '88954470e5fffff', '889544709dfffff', '88954472bbfffff', '889544708dfffff', '8895447763fffff', '88954470d5fffff', '88954470abfffff', '88954470edfffff', '889544756dfffff', '8895447767fffff', '88954472abfffff', '88954472b5fffff', '8895447721fffff', '889544776dfffff', '8895447089fffff', '8895447099fffff', '88954472a7fffff', '8895447761fffff', '88954470e7fffff', '88954470cbfffff', '8895447091fffff', '88954472bdfffff', '88954470bbfffff', '88954470d9fffff', '88954472b1fffff', '889544709bfffff', '88954472a3fffff', '88954470b9fffff', '88954470c3fffff', '889544701bfffff', '88954470cdfffff', '88954470a9fffff', '88954470d3fffff', '88954470dbfffff', '8895447081fffff', '88954470e3fffff', '88954472b7fffff', '8895447097fffff', '88954470ebfffff', '88954470ddfffff', '889544772dfffff', '88954470e9fffff', '88954470d7fffff', '8895447095fffff', '8895447765fffff', '8895447729fffff', '8895447083fffff', '88954470c7fffff', '8895447013fffff', '8895447085fffff', '88954472a1fffff', '88954472b3fffff', '88954470c9fffff']"
Satui,Kalimantan Selatan,PP,"POLYGON ((-3.740796506195905 115.44382759867446, -3.804742301577234 115.44382992553646, -3.804742301577234 115.38017007446355, -3.740796506195905 115.38017240132555, -3.740796506195905 115.44382759867446))","['888d964d31fffff', '888d964d19fffff', '88689a4da5fffff', '888d964d39fffff', '888d964d57fffff', '888d964d25fffff', '88689a4dbdfffff', '88689a4de5fffff', '88689a4da7fffff', '888d964891fffff', '888d964d27fffff', '888d964d51fffff', '88689a4da1fffff', '888d9648d3fffff', '88689a4d31fffff', '88689a4dadfffff', '888d964d61fffff', '888d964d05fffff', '888d964f27fffff', '88689a4de7fffff', '888d964d0dfffff', '888d964f25fffff', '888d964893fffff', '888d964d4dfffff', '888d964d43fffff', '888d964d69fffff', '888d964d03fffff', '888d964d5dfffff', '888d964895fffff', '88689a4da9fffff', '888d964d3dfffff', '88689a4d23fffff', '888d964d23fffff', '888d964d29fffff', '888d964d53fffff', '888d964d49fffff', '88689a4dabfffff', '888d964d2dfffff', '888d964d11fffff', '888d964d5bfffff', '888d964d47fffff', '888d964d1dfffff', '888d964d01fffff', '888d964d21fffff', '888d964d55fffff', '888d964d2bfffff', '888d964d09fffff', '888d964d35fffff', '888d964d6bfffff', '88689a4d37fffff', '888d9648b1fffff', '888d964d0bfffff', '888d964d65fffff', '888d964d07fffff', '888d964d41fffff', '888d964c2dfffff', '888d964d15fffff', '88689a4d33fffff', '88689a4d35fffff', '888d964d67fffff', '888d9648b7fffff', '888d964899fffff', '888d964d4bfffff', '888d964d63fffff', '888d964d37fffff', '88689a4da3fffff', '888d96489bfffff', '888d9648bbfffff', '888d964d6dfffff', '888d964d45fffff', '888d964d3bfffff', '888d964897fffff', '888d9648b3fffff']"
Gudang Arang and Ambon and Batu Merah,"Maluku, Maluku, Maluku","PL, PU, PL","POLYGON ((-3.7339523643959027 128.13197264801718, -3.7339523643959027 128.19562735198284, -3.726862370633894 128.19562709886685, -3.726862370633894 128.20742709690947, -3.708062387127404 128.20742642703595, -3.708062387127404 128.22042642291493, -3.644116451274095 128.22042415609226, -3.644116451274095 128.15677584390775, -3.6629164618122094 128.15677517746525, -3.6629164618122094 128.14377518158565, -3.670006465804199 128.14377492895747, -3.670006465804199 128.1319749309146, -3.7339523643959027 128.13197264801718))","['889541864dfffff', '88954195edfffff', '889541942bfffff', '88954194c7fffff', '88954194b5fffff', '8895419423fffff', '8895419453fffff', '88954195d7fffff', '8895419485fffff', '8895419589fffff', '88954194c1fffff', '88954194a5fffff', '889541943dfffff', '889541959dfffff', '88954194d1fffff', '88954194adfffff', '88954196b5fffff', '88954194c3fffff', '88954195d9fffff', '88954195d1fffff', '88954194edfffff', '88954194e1fffff', '88954195ddfffff', '8895419429fffff', '88954194ebfffff', '8895419415fffff', '889541941bfffff', '88954194dbfffff', '8895419487fffff', '88954194abfffff', '88954194cbfffff', '889541959bfffff', '88954195d3fffff', '8895419411fffff', '8895419599fffff', '88954194a9fffff', '8895419413fffff', '8895419597fffff', '8895419435fffff', '8895418645fffff', '88954194bdfffff', '8895419421fffff', '88954194d7fffff', '88954195cdfffff', '88954196a5fffff', '8895419419fffff', '8895419431fffff', '88954194e3fffff', '8895419585fffff', '88954194c5fffff', '8895419433fffff', '88954194a1fffff', '8895419407fffff', '889541948bfffff', '8895419427fffff', '889541951bfffff', '889541941dfffff', '88954194cdfffff', '8895419593fffff', '88954195c9fffff', '88954195e3fffff', '88954195c3fffff', '88954196b7fffff', '88954196a7fffff', '88954194a3fffff', '8895419437fffff', '88954195ebfffff', '88954194e5fffff', '8895419483fffff', '8895419405fffff', '8895419481fffff', '8895419581fffff', '88954194e7fffff', '8895419489fffff', '889541958dfffff', '88954195c1fffff', '88954194d9fffff', '8895419403fffff', '88954195d5fffff', '889541958bfffff', '88954194e9fffff', '8895419591fffff', '8895419439fffff', '889541948dfffff', '889541949dfffff', '8895419517fffff', '88954194d5fffff', '8895419595fffff', '88954194c9fffff', '88954194a7fffff', '88954195dbfffff', '88954195cbfffff', '88954195e1fffff', '8895419513fffff', '88954194ddfffff', '8895419401fffff', '8895419587fffff', '88954195c5fffff', '88954195e9fffff', '88954194b9fffff', '889541943bfffff', '88954195c7fffff', '8895419417fffff', '8895419583fffff']"
Siwa/Bangsalae,Sulawesi Selatan,PR,"POLYGON ((-3.664926462942942 120.45602488942949, -3.72887236886643 120.45602716917263, -3.72887236886643 120.39237283082737, -3.664926462942942 120.39237511057051, -3.664926462942942 120.45602488942949))","['88952e72b3fffff', '88952e7721fffff', '88952e7723fffff', '88952e7763fffff', '88952e7089fffff', '88952e7701fffff', '88952e70d9fffff', '88952e729bfffff', '88952e7761fffff', '88952e7541fffff', '88952e709bfffff', '88952e7741fffff', '88952e7743fffff', '88952e773dfffff', '88952e7099fffff', '88952e7747fffff', '88952e774dfffff', '88952e7727fffff', '88952e708bfffff', '88952e776bfffff', '88952e72b7fffff', '88952e7709fffff', '88952e70dbfffff', '88952e7765fffff', '88952e70d7fffff', '88952e72bbfffff', '88952e70d1fffff', '88952e7091fffff', '88952e70cbfffff', '88952e772dfffff', '88952e771dfffff', '88952e772bfffff', '88952e70ddfffff', '88952e709dfffff', '88952e7297fffff', '88952e7705fffff', '88952e7731fffff', '88952e7753fffff', '88952e770dfffff', '88952e7745fffff', '88952e7543fffff', '88952e729dfffff', '88952e754dfffff', '88952e70d5fffff', '88952e70c3fffff', '88952e770bfffff', '88952e7729fffff', '88952e7295fffff', '88952e72b9fffff', '88952e70d3fffff', '88952e7703fffff', '88952e7549fffff', '88952e7291fffff', '88952e7767fffff', '88952e7769fffff', '88952e7725fffff', '88952e7293fffff', '88952e7757fffff', '88952e7735fffff', '88952e7707fffff', '88952e72b1fffff', '88952e754bfffff', '88952e7751fffff', '88952e7755fffff', '88952e70c7fffff', '88952e7739fffff', '88952e776dfffff']"
Kaimana,Papua Barat,PP,"POLYGON ((-3.6326964449061716 133.79082375544198, -3.6966423971128033 133.79082601517484, -3.6966423971128033 133.72717398482513, -3.6326964449061716 133.727176244558, -3.6326964449061716 133.79082375544198))","['8872864097fffff', '887286451dfffff', '887286472dfffff', '8872864555fffff', '8872864099fffff', '8872864729fffff', '8872864723fffff', '8872864541fffff', '887286450bfffff', '8872864569fffff', '887286472bfffff', '887286454dfffff', '887286455bfffff', '887286455dfffff', '8872864705fffff', '8872864735fffff', '887286446dfffff', '8872864739fffff', '8872864725fffff', '8872864703fffff', '887286476bfffff', '887286454bfffff', '8872864553fffff', '8872864763fffff', '8872864091fffff', '8872864737fffff', '8872864547fffff', '8872864549fffff', '8872864095fffff', '887286409bfffff', '8872864469fffff', '8872864733fffff', '8872864543fffff', '8872864551fffff', '8872864717fffff', '8872864713fffff', '8872864509fffff', '8872864545fffff', '887286473dfffff', '8872864461fffff', '8872864701fffff', '8872864559fffff', '8872864707fffff', '88728640d3fffff', '887286470dfffff', '8872864727fffff', '8872864557fffff', '887286450dfffff', '887286471dfffff', '8872864093fffff', '887286473bfffff', '8872864767fffff', '8872864721fffff', '8872864465fffff', '887286456bfffff', '8872864711fffff', '8872864731fffff', '8872864715fffff']"
Sebuku,Kalimantan Selatan,PP,"POLYGON ((-3.599006426267417 116.41842258086476, -3.6629524264229376 116.41842481968466, -3.6629524264229376 116.35477518031534, -3.599006426267417 116.35477741913525, -3.599006426267417 116.41842258086476))","['889534b2a5fffff', '889534b2b1fffff', '889534b2b5fffff', '889534b089fffff', '889534b2abfffff', '889534b009fffff', '889534b0a9fffff', '889534b001fffff', '889534b011fffff', '889534b037fffff', '889534b0c7fffff', '889534b081fffff', '889534b053fffff', '889534b043fffff', '889534b0e9fffff', '889534b085fffff', '889534b0ebfffff', '889534b2a3fffff', '889534b0a1fffff', '889534b0ddfffff', '889534b0e7fffff', '889534b055fffff', '889534b007fffff', '889534b0e5fffff', '889534b0edfffff', '889534b1dbfffff', '889534b005fffff', '889534b039fffff', '889534b1d9fffff', '889534b08dfffff', '889534b2a1fffff', '889534b2b3fffff', '889534b023fffff', '889534b0cbfffff', '889534b00bfffff', '889534b033fffff', '889534b0c3fffff', '889534b05dfffff', '889534b1c9fffff', '889534b059fffff', '889534b03bfffff', '889534b0c1fffff', '889534b2a7fffff', '889534b0abfffff', '889534b0d5fffff', '889534b2a9fffff', '889534b0c9fffff', '889534b2bdfffff', '889534b035fffff', '889534b031fffff', '889534b027fffff', '889534b0c5fffff', '889534b015fffff', '889534b019fffff', '889534b01dfffff', '889534b0e1fffff', '889534b01bfffff', '889534b021fffff', '889534b237fffff', '889534b051fffff', '889534b05bfffff', '889534b003fffff', '889534b057fffff', '889534b02bfffff', '889534b03dfffff', '889534b2adfffff', '889534b0cdfffff', '889534b0e3fffff', '889534b017fffff', '889534b1cbfffff', '889534b013fffff', '889534b0adfffff', '889534b2b7fffff']"
Molawe,Sulawesi Tenggara,PL,"POLYGON ((-3.579596415628799 122.23362190915103, -3.643542443209388 122.233624135924, -3.643542443209388 122.16997586407601, -3.579596415628799 122.16997809084899, -3.579596415628799 122.23362190915103))","['8895294d5dfffff', '8895294f35fffff', '8895294d21fffff', '8895294d55fffff', '8895294d29fffff', '8895294d65fffff', '889529489bfffff', '8895294d43fffff', '88952948d7fffff', '8895294c65fffff', '8895294d63fffff', '8895294d59fffff', '8895294f37fffff', '88952bb253fffff', '8895294891fffff', '8895294d4dfffff', '8895294d3dfffff', '88952948d3fffff', '88952948bdfffff', '8895294d6dfffff', '88952bb251fffff', '8895294d4bfffff', '88952948b5fffff', '8895294d67fffff', '8895294f23fffff', '8895294d01fffff', '8895294d49fffff', '88952bb24bfffff', '8895294895fffff', '8895294d35fffff', '8895294d07fffff', '88952948b9fffff', '8895294d45fffff', '889529489dfffff', '88952948d1fffff', '88952bb25bfffff', '8895294d57fffff', '8895294893fffff', '8895294f25fffff', '88952bb25dfffff', '8895294d69fffff', '8895294d6bfffff', '8895294d05fffff', '8895294d03fffff', '8895294d61fffff', '8895294f27fffff', '8895294897fffff', '8895294d2dfffff', '88952bb259fffff', '8895294d23fffff', '8895294d0bfffff', '8895294899fffff', '8895294f21fffff', '88952948b7fffff', '8895294d0dfffff', '88952948b1fffff', '8895294883fffff', '88952948b3fffff', '8895294d47fffff', '8895294d41fffff', '88952948bbfffff', '8895294d51fffff', '8895294d2bfffff', '8895294d09fffff']"
Hila/Romang,Maluku,PL,"POLYGON ((-3.55481640215296 128.13022105691323, -3.6187624645335847 128.1302232683082, -3.6187624645335847 128.06657673169178, -3.55481640215296 128.06657894308677, -3.55481640215296 128.13022105691323))","['8895452cb1fffff', '8895419647fffff', '889541965dfffff', '8895452d9bfffff', '8895452d8bfffff', '8895419659fffff', '8895452d95fffff', '8895419607fffff', '8895452ca3fffff', '8895452cb7fffff', '8895452cb5fffff', '8895452c85fffff', '8895452dbdfffff', '8895419643fffff', '8895452d83fffff', '8895452c87fffff', '8895452ce3fffff', '8895452db3fffff', '8895452dd1fffff', '8895419661fffff', '8895452cb9fffff', '8895419649fffff', '889541964bfffff', '8895452dd9fffff', '8895419663fffff', '8895419601fffff', '8895452d9dfffff', '889541964dfffff', '889541966dfffff', '8895419641fffff', '8895452cbbfffff', '8895419669fffff', '8895452ca5fffff', '8895452db9fffff', '8895452d91fffff', '8895419605fffff', '889541960bfffff', '8895452ca1fffff', '8895452cb3fffff', '8895452cbdfffff', '8895452ce7fffff', '8895419609fffff', '8895452cadfffff', '8895452ca7fffff', '8895452db1fffff', '8895452cabfffff', '8895452d97fffff', '88956a596dfffff', '889541966bfffff', '8895452ce5fffff', '8895452dd3fffff', '8895452dd7fffff', '8895452dbbfffff', '8895452ca9fffff', '8895419645fffff', '889541960dfffff', '8895452d93fffff', '8895419655fffff', '8895452c97fffff', '8895452d99fffff', '8895452ddbfffff']"
Tulehu,Maluku,PP,"POLYGON ((-3.5534164013951637 128.36042100894204, -3.6173624657347796 128.36042321946826, -3.6173624657347796 128.29677678053173, -3.5534164013951637 128.29677899105795, -3.5534164013951637 128.36042100894204))","['88956a4a1dfffff', '88956a4a9dfffff', '88956a4abdfffff', '88956a4ad5fffff', '88956a4131fffff', '88956a4a17fffff', '88956a4a8bfffff', '88956a4ac3fffff', '88956a4137fffff', '88956a4aa9fffff', '88956a4ae1fffff', '88956a4acdfffff', '88956a4125fffff', '88956a4aabfffff', '88956a4a8dfffff', '88956a412dfffff', '88956a4ad7fffff', '88956a4a81fffff', '88956a4ad3fffff', '88956a4133fffff', '88956a4ae7fffff', '88956a4a87fffff', '88956a4a11fffff', '88956a4ac7fffff', '88956a4acbfffff', '88956a4121fffff', '88956a4a19fffff', '88956a4ab9fffff', '88956a4ad1fffff', '88956a4aadfffff', '88956a4a37fffff', '88956a4a83fffff', '88956a4a1bfffff', '88956a4adbfffff', '88956a4a53fffff', '88956a4ac1fffff', '88956a4135fffff', '88956a4ae3fffff', '88956a485bfffff', '88956a4123fffff', '88956a4aa1fffff', '88956a4a3bfffff', '88956a4ae5fffff', '88956a4a89fffff', '88956a4ac9fffff', '88956a4a15fffff', '88956a4ac5fffff', '88956a41e5fffff', '88956a4859fffff', '88956a4a13fffff', '88956a4a33fffff', '88956a4ae9fffff', '88956a413dfffff', '88956a4ab1fffff', '88956a4a31fffff', '88956a4addfffff', '88956a4a85fffff', '88956a4aedfffff', '88956a4ad9fffff', '88956a4aebfffff', '88956a4127fffff']"
Saparua/ Haria,Maluku,PL,"POLYGON ((-3.5529364011354363 128.65092099249915, -3.61688246614653 128.6509232027275, -3.61688246614653 128.5872767972725, -3.5529364011354363 128.58727900750085, -3.5529364011354363 128.65092099249915))","['88956a781dfffff', '88956a7841fffff', '88956a786bfffff', '88956a7b13fffff', '88956a7845fffff', '88956a7aadfffff', '88956a7863fffff', '88956a784dfffff', '88956a785bfffff', '88956a7865fffff', '88956a7b11fffff', '88956a7851fffff', '88956a7867fffff', '88956a7a37fffff', '88956a7a25fffff', '88956a783dfffff', '88956a7801fffff', '88956a7839fffff', '88956a7823fffff', '88956a785dfffff', '88956a7811fffff', '88956a7959fffff', '88956a7855fffff', '88956a784bfffff', '88956a7a23fffff', '88956a795bfffff', '88956a783bfffff', '88956a7a31fffff', '88956a7859fffff', '88956a7a35fffff', '88956a7ae5fffff', '88956a782dfffff', '88956a7b1bfffff', '88956a7821fffff', '88956a7815fffff', '88956a7805fffff', '88956a7861fffff', '88956a782bfffff', '88956a7819fffff', '88956a7869fffff', '88956a7853fffff', '88956a7857fffff', '88956a7807fffff', '88956a7b33fffff', '88956a7809fffff', '88956a7833fffff', '88956a7847fffff', '88956a7ae7fffff', '88956a780bfffff', '88956a7829fffff', '88956a780dfffff', '88956a7843fffff', '88956a7803fffff', '88956a7a21fffff', '88956a786dfffff', '88956a7a33fffff', '88956a7a27fffff', '88956a7b17fffff', '88956a7849fffff', '88956a7831fffff']"
Menuai,Sulawesi Tengah,PL,"POLYGON ((-3.531016389322078 123.16462024398923, -3.5949624849020796 123.16462244061631, -3.5949624849020796 123.1009775593837, -3.531016389322078 123.10097975601077, -3.531016389322078 123.16462024398923))","['8895768417fffff', '8895768405fffff', '88957686a5fffff', '8895768681fffff', '88957686adfffff', '8895768409fffff', '88957686a9fffff', '8895768457fffff', '88957686e5fffff', '8895768607fffff', '88957686a1fffff', '8895768429fffff', '8895768463fffff', '8895768637fffff', '889576862bfffff', '8895768453fffff', '8895768411fffff', '889576845bfffff', '88957684edfffff', '88957684e1fffff', '8895768455fffff', '8895768449fffff', '8895768623fffff', '889576845dfffff', '8895768685fffff', '88957686abfffff', '8895768459fffff', '8895768413fffff', '889576863bfffff', '8895768447fffff', '8895768467fffff', '8895768415fffff', '8895768631fffff', '889576840bfffff', '889576844bfffff', '8895768445fffff', '8895768403fffff', '889576840dfffff', '8895768439fffff', '88957684cdfffff', '889576844dfffff', '889576846bfffff', '8895768469fffff', '88957686e3fffff', '88957686a7fffff', '88957686a3fffff', '88957686edfffff', '88957686e7fffff', '889576842bfffff', '8895768633fffff', '8895768461fffff', '889576843bfffff', '8895768443fffff', '8895768401fffff', '889576841dfffff', '8895768419fffff', '889576841bfffff', '8895768407fffff', '8895768635fffff', '889576868dfffff', '8895768451fffff', '8895768441fffff', '88957686e1fffff', '8895768639fffff', '88957684e9fffff', '889576863dfffff']"
Majene,Sulawesi Barat,PR,"POLYGON ((-3.5185063826217866 118.98861981889532, -3.5824524955642216 118.98862200776071, -3.5824524955642216 118.92497799223929, -3.5185063826217866 118.92498018110469, -3.5185063826217866 118.98861981889532))","['889523ce5bfffff', '889523c54bfffff', '889523c727fffff', '889523c565fffff', '889523c551fffff', '889523c093fffff', '889523c725fffff', '889523c525fffff', '889523ce4bfffff', '889523c559fffff', '889523c0d3fffff', '889523c0bbfffff', '889523c54dfffff', '889523c501fffff', '889523ce43fffff', '889523c505fffff', '889523c50dfffff', '889523ce5dfffff', '889523c091fffff', '889523c523fffff', '889523c55dfffff', '889523c557fffff', '889523c099fffff', '889523ce51fffff', '889523c545fffff', '889523c097fffff', '889523c0b7fffff', '889523c527fffff', '889523c563fffff', '889523c507fffff', '889523c087fffff', '889523c56bfffff', '889523c0b5fffff', '889523c521fffff', '889523c09bfffff', '889523c555fffff', '889523c541fffff', '889523c52dfffff', '889523ce53fffff', '889523c0b1fffff', '889523c547fffff', '889523c095fffff', '889523c569fffff', '889523c56dfffff', '889523c737fffff', '889523c09dfffff', '889523c0bdfffff', '889523ce57fffff', '889523ce55fffff', '889523c503fffff', '889523c0b3fffff', '889523c0b9fffff', '889523ce59fffff', '889523ce49fffff', '889523c549fffff', '889523c561fffff', '889523c509fffff', '889523c535fffff', '889523c50bfffff', '889523ce41fffff', '889523c529fffff', '889523c543fffff', '889523c083fffff', '889523c0d7fffff', '889523c53dfffff', '889523c52bfffff', '889523cec9fffff', '889523c567fffff', '889523c08bfffff']"
